,0,text,2,toxic
598,facebook_corpus_msr_1979515,"http://indianexpress.com/article/india/fatwa-issued-against-reality-singing-star-nahid-afrin-by-42-clerics-4569825/ 

 Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake.",OAG,1
599,facebook_corpus_msr_2126970,"The Shiv Sena barely retained its citadel, the results for the Mumbai municipal polls showed on Thursday. But it was the BJP’s show, as the party stunned everyone by improving its tally from 31 to 81 seats. The Congress was almost wiped out in the country’s financial capital.",OAG,1
603,facebook_corpus_msr_451698,hope somone switches the bike and puts an Enfield there !! I am sure the expression on the MD's face will be priceless....for the rest we have mastercard !!,CAG,1
604,facebook_corpus_msr_416603,Dear cnbc y u didn't include Karnataka the state in ur stupid statistics video care to explain,CAG,1
606,facebook_corpus_msr_1922846,Now he is going to be a headache for his co-passengers during the train journey.,CAG,1
607,facebook_corpus_msr_449515,"first pass the bill for RTI on political funding , u will come to know who has black money",CAG,1
608,facebook_corpus_msr_329006,Enough is enough. This is time to retaliate and wage a crucial war to exterminate this rogue state Pakistan from world map.,OAG,1
610,facebook_corpus_msr_2111241,The commies anti national dreams will never materialise,CAG,1
613,facebook_corpus_msr_466258,I don't need to own them when I can afford to use them,CAG,1
615,facebook_corpus_msr_1887265,Another Indian Express / Jansatta hoax... these crooked diversionists....,OAG,1
616,facebook_corpus_msr_2018627,There are ten thousand more logical ways to explain this,CAG,1
618,facebook_corpus_msr_325614,Sikh should stay away from arm forces. Otherwise their families have to suffer for serving evil.,OAG,1
619,facebook_corpus_msr_1723592,"This is the country of Hindus so.....,it's ok if there is noise in navratri nights😏",OAG,1
623,facebook_corpus_msr_328308,Remove Gandhis and remove appeasement of minorities and remove quotas!! Advocate Meritocracy and India will reach it's true potential.,OAG,1
625,facebook_corpus_msr_395436,Every time Nawaz govt. in trouble these Indians come up with some thing.  Why was Jindal here met Nawaz and now this happens,CAG,1
626,facebook_corpus_msr_414339,Superb if normal civilian of India deposits more than 2.5l amount I.t officials may question him but the bail is given to the fraudster who looted thousands of crore loan from banks awesome power and money makes  impossible to possible....,CAG,1
627,facebook_corpus_msr_233819,"Rohit sardana stop shedding crocodile tears. Your debate is only for TRP and exhibit your vocabulary. In TV debates, every one is sitting in TV as much you are sitting. Stop this rant ""TV mae baitke"". Go to their office and talk without camera and note down the same and read in front of your TV.",CAG,1
628,facebook_corpus_msr_446237,people he is not addresing us he is motivating his team members ...and also telling not o repeate that again,CAG,1
629,facebook_corpus_msr_432753,You have to have common sense to understand great hero like mr modi ji.......,CAG,1
632,facebook_corpus_msr_1438612,time pass minister',CAG,1
633,facebook_corpus_msr_2111397,Why go sucking RSS bolls,OAG,1
634,facebook_corpus_msr_443993,dude can u do wrong with your freinds?no right?so he is doing the same,CAG,1
637,facebook_corpus_msr_446489,Hello sir i am realy ur great fan u take a good decision u will give order to income tax department ride all mp and mla homes,CAG,1
638,facebook_corpus_msr_464871,Interesting.. But not many working even in metro cities ..,CAG,1
640,facebook_corpus_msr_1563568,David Clark just check the U.S. almanac and you will see where the U.S. has no official language or religion. Don't be stupid to argue if you don't know the truth.,OAG,1
641,facebook_corpus_msr_431172,Everyone who opposes are the ones who cannot do anythn and comment just.,CAG,1
643,facebook_corpus_msr_1723506,"Yup... Only 1.5 minutes in 5 different masjid, 5 times a day...  And Hindus celebrate festivals daily...  So that you could be disturbed daily...  Right bro..??",CAG,1
647,facebook_corpus_msr_334387,"Wt is the issue in it ???
Same thing happens everyday
N most importantly he won the election without the support of any political party",CAG,1
649,facebook_corpus_msr_2082534,This is our Media.... These charges have been announced only by HDFC Bank............ and look what this news channel has portrayed to us,CAG,1
650,facebook_corpus_msr_2073056,Woman shame on u,OAG,1
652,facebook_corpus_msr_407795,"THIS  HIGHLY  EDUCATES  DYNASTY SLAVE  WAS  ACTING  AS  A  ROBOT  OF  THE  ILLITERATE  WHIE SKINNNED LADY  FROM  1994  TILL 2014  MAY  WITHOUT MAKING  A NOISE  AND  SUDDENLY HAS  FOUND  A VOICE???  SUCH  BRIAN-WASHED  HIGHLYE EDUCATED SLAVES  AND  ROBOTS LIKE SASI THAROOR  IS  A  DISGRACE  TO  INDIANS  AND  SADLY  THE  WHITE SKINNED  QUEEN  WAS  DOING BACK-SEAT  DRIVING  AND  LOOTING  BILLIONS  OR  TRILLIONS OF  DOLLARS FOR  TEN YEARS  USING  SERVICES  OF  THOUSANDS OR  LAKHS OF HIGHLY  EDUCATED HUMAN  ROBOTS  AND  SLAVES  LIKE SASI THAROOR, CHIDU,SIBALM MM SINGH, JAURAM,ETC,ETC  AND  WE  MUST BE  ASHAMED  TO  CALL  OURSELVES  LIVING IN  A  DEMOCRACY???  WHAT A   FARCE!",OAG,1
653,facebook_corpus_msr_443955,Did u actually listen what he said next move to get regularise the salary of labour,CAG,1
654,facebook_corpus_msr_2018474,"Surbhi Srivastava fools like you and low grades like you need an identity. She is a beautiful women is her first identity.
She married a prince who is at her service as he loves her,is her second Identity. She gave birth to a cute baby to become a mother is her biggest identity. 
Working in some B or C GRADE company and pleasing your boss for promotion might be your identity but this kind of identity is not required for this great lady MEERA",OAG,1
655,facebook_corpus_msr_1737045,IE I thought still you are some trust worthy news paper... But Seems you are also sold.. Better to unsubscribe,CAG,1
656,facebook_corpus_msr_326873,Indian government needs to stop blaming all it's self inflicted problems on it's neighbors. This sounds like the work of people angry at being occupied.,CAG,1
657,facebook_corpus_msr_2032127,"And seriously terror has no religion. They are only misguided youth. BC who misguided them. If the terror has no religion, than Rapist has also no any intention of rape. His Harmon's misguided him. CRAP!!! I am not saying every Islam follower is terrorist. But why only zihadi doing this.",OAG,1
659,facebook_corpus_msr_407570,Ali have gomutr twice daily will improve your language and thinking.,CAG,1
661,facebook_corpus_msr_2041562,In any case the success of an artist in bollywood totally  depends on knowledge of their art and sheer talent..nepotism can do only a small favour... thats it!...its only the hard work and dedication which shows someone's presence..... and why the hell kangana has problem with each and everything these days! Karan is right.....if she has problem then she can have many other choices!!!,OAG,1
662,facebook_corpus_msr_2018654,this is why you don't let kids talk to the media,CAG,1
663,facebook_corpus_msr_503278,Why is messi quiting..... They lost because of the 6 number player(i dont know the name) inthe team of argentina who also missed the penalty,CAG,1
664,facebook_corpus_msr_324370,And yesterday they launched ambulance services for Cows. :@ People has chosen the worst of worst Government.,OAG,1
665,facebook_corpus_msr_325783,Fahad such an helpless idiot you are you need doctor,OAG,1
667,facebook_corpus_msr_324336,"So shameful!! But again why are we after poor cows! The poor creatures don't even know what's happening to them or for them till they die...and the same applies to goats, pigs and any other animals. If there are ambulances for cows/animals, that's a thing to appreciate. First of all, we spoil their habitat, we start eating them for our nutrition and pleasure and then mock when a few of them get cared for! But yes, things are happening in the colour of political agenda which is controversial. Every living creature is entitled to healthcare and that is something we should ask for...please don't drag cows or goats in between. But then the politicians are busy saving cows and we are busy shaming snapchat CEO! Incredible India",CAG,1
668,facebook_corpus_msr_329031,Gujarati leaders won't spk as army jawans killed and never single gujarati in army in last 70 years ? Will BJP keaders send his son to join army ?,CAG,1
671,facebook_corpus_msr_2383679,"""They (CPI-M) will come to know the strength of the BJP in other parts of the country if they did not stop violence against workers in Kerala""",OAG,1
672,facebook_corpus_msr_1945564,Living off his wife's earnings &tweeting...wah re wah..!!!,CAG,1
673,facebook_corpus_msr_1622898,I cant see why our govt is not stopping the  entry of Chinese products into India which could be hazardous to health. Who is the dalal who is earning money in its import. Shameful.,OAG,1
